Period,Area,Benchmark,House_type,,,,,
Jan-14,New Westminster,663800.00 ,Detached,,,,,
Jan-14,North Vancouver,969700.00 ,Detached,,,,,
Jan-14,Pitt Meadows,492200.00 ,Detached,,,,,
Jan-14,Port Coquitlam,562600.00 ,Detached,,,,,
Jan-14,Port Moody,857200.00 ,Detached,,,,,
Jan-14,Richmond,974600.00 ,Detached,,,,,
Jan-14,Squamish,486500.00 ,Detached,,,,,
Jan-14,Sunshine Coast,335700.00 ,Detached,,,,,
Jan-14,Tsawwassen,690600.00 ,Detached,,,,,
Jan-14,Vancouver East,887500.00 ,Detached,,,,,
Jan-14,Vancouver West,2180000.00 ,Detached,,,,,
Jan-14,West Vancouver,1918400.00 ,Detached,,,,,
Jan-14,Whistler,892100.00 ,Detached,,,,,
Jan-14,Lower Mainland,397800.00 ,Townhouse,,,,,
Jan-14,Burnaby East,415600.00 ,Townhouse,,,,,
Jan-14,Burnaby North,428900.00 ,Townhouse,,,,,
Jan-14,Burnaby South,468800.00 ,Townhouse,,,,,
Jan-14,Coquitlam,388100.00 ,Townhouse,,,,,
Jan-14,Ladner,444400.00 ,Townhouse,,,,,
Jan-14,Maple Ridge,291200.00 ,Townhouse,,,,,
Jan-14,New Westminster,434900.00 ,Townhouse,,,,,
Jan-14,North Vancouver,592600.00 ,Townhouse,,,,,
Jan-14,Pitt Meadows,324000.00 ,Townhouse,,,,,
Jan-14,Port Coquitlam,381200.00 ,Townhouse,,,,,
Jan-14,Port Moody,395000.00 ,Townhouse,,,,,
Jan-14,Richmond,496900.00 ,Townhouse,,,,,
Jan-14,Squamish,360400.00 ,Townhouse,,,,,
Jan-14,Tsawwassen,403300.00 ,Townhouse,,,,,
Jan-14,Vancouver East,547800.00 ,Townhouse,,,,,
Jan-14,Vancouver West,676300.00 ,Townhouse,,,,,
Jan-14,Whistler,445900.00 ,Townhouse,,,,,
Jan-14,Lower Mainland,354800.00 ,Apartment,,,,,
Jan-14,Burnaby East,436100.00 ,Apartment,,,,,
Jan-14,Burnaby North,333500.00 ,Apartment,,,,,
Jan-14,Burnaby South,385800.00 ,Apartment,,,,,
Jan-14,Coquitlam,266600.00 ,Apartment,,,,,
Jan-14,Ladner,308400.00 ,Apartment,,,,,
Jan-14,Maple Ridge,192400.00 ,Apartment,,,,,
Jan-14,New Westminster,280300.00 ,Apartment,,,,,
Jan-14,North Vancouver,357200.00 ,Apartment,,,,,
Jan-14,Pitt Meadows,255000.00 ,Apartment,,,,,
Jan-14,Port Coquitlam,229300.00 ,Apartment,,,,,
Jan-14,Port Moody,319400.00 ,Apartment,,,,,
Jan-14,Richmond,356200.00 ,Apartment,,,,,
Jan-14,Squamish,183200.00 ,Apartment,,,,,
Jan-14,Tsawwassen,334800.00 ,Apartment,,,,,
Jan-14,Vancouver East,331100.00 ,Apartment,,,,,
Jan-14,Vancouver West,483200.00 ,Apartment,,,,,
Jan-14,West Vancouver,661000.00 ,Apartment,,,,,
Jan-14,Whistler,203700.00 ,Apartment,,,,,
Feb-14,Lower Mainland,763900.00 ,Detached,,,,,
Feb-14,Bowen Island,557200.00 ,Detached,,,,,
Feb-14,Burnaby East,751300.00 ,Detached,,,,,
Feb-14,Burnaby North,926100.00 ,Detached,,,,,
Feb-14,Burnaby South,985700.00 ,Detached,,,,,
Feb-14,Coquitlam,721400.00 ,Detached,,,,,
Feb-14,Ladner,635900.00 ,Detached,,,,,
Feb-14,Maple Ridge,457400.00 ,Detached,,,,,
Feb-14,New Westminster,672700.00 ,Detached,,,,,
Feb-14,North Vancouver,972900.00 ,Detached,,,,,
Feb-14,Pitt Meadows,495800.00 ,Detached,,,,,
Feb-14,Port Coquitlam,559600.00 ,Detached,,,,,
Feb-14,Port Moody,865900.00 ,Detached,,,,,
Feb-14,Richmond,984900.00 ,Detached,,,,,
Feb-14,Squamish,502800.00 ,Detached,,,,,
Feb-14,Sunshine Coast,336200.00 ,Detached,,,,,
Feb-14,Tsawwassen,691100.00 ,Detached,,,,,
Feb-14,Vancouver East,887500.00 ,Detached,,,,,
Feb-14,Vancouver West,2171100.00 ,Detached,,,,,
Feb-14,West Vancouver,1927900.00 ,Detached,,,,,
Feb-14,Whistler,946100.00 ,Detached,,,,,
Feb-14,Lower Mainland,399500.00 ,Townhouse,,,,,
Feb-14,Burnaby East,421200.00 ,Townhouse,,,,,
Feb-14,Burnaby North,429500.00 ,Townhouse,,,,,
Feb-14,Burnaby South,470000.00 ,Townhouse,,,,,
Feb-14,Coquitlam,388900.00 ,Townhouse,,,,,
Feb-14,Ladner,449200.00 ,Townhouse,,,,,
Feb-14,Maple Ridge,295300.00 ,Townhouse,,,,,
Feb-14,New Westminster,439600.00 ,Townhouse,,,,,
Feb-14,North Vancouver,595500.00 ,Townhouse,,,,,
Feb-14,Pitt Meadows,323800.00 ,Townhouse,,,,,
Feb-14,Port Coquitlam,374600.00 ,Townhouse,,,,,
Feb-14,Port Moody,400600.00 ,Townhouse,,,,,
Feb-14,Richmond,503000.00 ,Townhouse,,,,,
Feb-14,Squamish,358600.00 ,Townhouse,,,,,
Feb-14,Tsawwassen,428500.00 ,Townhouse,,,,,
Feb-14,Vancouver East,539600.00 ,Townhouse,,,,,
Feb-14,Vancouver West,682200.00 ,Townhouse,,,,,
Feb-14,Whistler,453700.00 ,Townhouse,,,,,
Feb-14,Lower Mainland,358100.00 ,Apartment,,,,,
Feb-14,Burnaby East,443100.00 ,Apartment,,,,,
Feb-14,Burnaby North,335900.00 ,Apartment,,,,,
Feb-14,Burnaby South,380100.00 ,Apartment,,,,,
Feb-14,Coquitlam,268400.00 ,Apartment,,,,,
Feb-14,Ladner,305400.00 ,Apartment,,,,,
Feb-14,Maple Ridge,197100.00 ,Apartment,,,,,
Feb-14,New Westminster,279000.00 ,Apartment,,,,,
Feb-14,North Vancouver,354100.00 ,Apartment,,,,,
Feb-14,Pitt Meadows,262700.00 ,Apartment,,,,,
Feb-14,Port Coquitlam,235900.00 ,Apartment,,,,,
Feb-14,Port Moody,330200.00 ,Apartment,,,,,
Feb-14,Richmond,362500.00 ,Apartment,,,,,
Feb-14,Squamish,210200.00 ,Apartment,,,,,
Feb-14,Tsawwassen,329000.00 ,Apartment,,,,,
Feb-14,Vancouver East,336600.00 ,Apartment,,,,,
Feb-14,Vancouver West,487200.00 ,Apartment,,,,,
Feb-14,West Vancouver,696900.00 ,Apartment,,,,,
Feb-14,Whistler,233100.00 ,Apartment,,,,,
Mar-14,Lower Mainland,772300.00 ,Detached,,,,,
Mar-14,Bowen Island,566400.00 ,Detached,,,,,
Mar-14,Burnaby East,761100.00 ,Detached,,,,,
Mar-14,Burnaby North,939600.00 ,Detached,,,,,
Mar-14,Burnaby South,986800.00 ,Detached,,,,,
Mar-14,Coquitlam,727200.00 ,Detached,,,,,
Mar-14,Ladner,658900.00 ,Detached,,,,,
Mar-14,Maple Ridge,456000.00 ,Detached,,,,,
Mar-14,New Westminster,678700.00 ,Detached,,,,,
Mar-14,North Vancouver,986200.00 ,Detached,,,,,
Mar-14,Pitt Meadows,493300.00 ,Detached,,,,,
Mar-14,Port Coquitlam,561100.00 ,Detached,,,,,
Mar-14,Port Moody,876700.00 ,Detached,,,,,
Mar-14,Richmond,1001400.00 ,Detached,,,,,
Mar-14,Squamish,521800.00 ,Detached,,,,,
Mar-14,Sunshine Coast,338500.00 ,Detached,,,,,
Mar-14,Tsawwassen,711300.00 ,Detached,,,,,
Mar-14,Vancouver East,902500.00 ,Detached,,,,,
Mar-14,Vancouver West,2204700.00 ,Detached,,,,,
Mar-14,West Vancouver,1957600.00 ,Detached,,,,,
Mar-14,Whistler,966900.00 ,Detached,,,,,
Mar-14,Lower Mainland,403100.00 ,Townhouse,,,,,
Mar-14,Burnaby East,421800.00 ,Townhouse,,,,,
Mar-14,Burnaby North,431100.00 ,Townhouse,,,,,
Mar-14,Burnaby South,470900.00 ,Townhouse,,,,,
Mar-14,Coquitlam,395700.00 ,Townhouse,,,,,
Mar-14,Ladner,460600.00 ,Townhouse,,,,,
Mar-14,Maple Ridge,302900.00 ,Townhouse,,,,,
Mar-14,New Westminster,449700.00 ,Townhouse,,,,,
Mar-14,North Vancouver,597600.00 ,Townhouse,,,,,
Mar-14,Pitt Meadows,331400.00 ,Townhouse,,,,,
Mar-14,Port Coquitlam,369800.00 ,Townhouse,,,,,
Mar-14,Port Moody,404800.00 ,Townhouse,,,,,
Mar-14,Richmond,510600.00 ,Townhouse,,,,,
Mar-14,Squamish,375000.00 ,Townhouse,,,,,
Mar-14,Tsawwassen,431800.00 ,Townhouse,,,,,
Mar-14,Vancouver East,540200.00 ,Townhouse,,,,,
Mar-14,Vancouver West,691700.00 ,Townhouse,,,,,
Mar-14,Whistler,472000.00 ,Townhouse,,,,,
Mar-14,Lower Mainland,360600.00 ,Apartment,,,,,
Mar-14,Burnaby East,438700.00 ,Apartment,,,,,
Mar-14,Burnaby North,339600.00 ,Apartment,,,,,
Mar-14,Burnaby South,380800.00 ,Apartment,,,,,
Mar-14,Coquitlam,265100.00 ,Apartment,,,,,
Mar-14,Ladner,307800.00 ,Apartment,,,,,
Mar-14,Maple Ridge,195700.00 ,Apartment,,,,,
Mar-14,New Westminster,282000.00 ,Apartment,,,,,
Mar-14,North Vancouver,353800.00 ,Apartment,,,,,
Mar-14,Pitt Meadows,262500.00 ,Apartment,,,,,
Mar-14,Port Coquitlam,238500.00 ,Apartment,,,,,
Mar-14,Port Moody,329200.00 ,Apartment,,,,,
Mar-14,Richmond,364400.00 ,Apartment,,,,,
Mar-14,Squamish,201500.00 ,Apartment,,,,,
Mar-14,Tsawwassen,329700.00 ,Apartment,,,,,
Mar-14,Vancouver East,342500.00 ,Apartment,,,,,
Mar-14,Vancouver West,491600.00 ,Apartment,,,,,
Mar-14,West Vancouver,677200.00 ,Apartment,,,,,
Mar-14,Whistler,235600.00 ,Apartment,,,,,
Apr-14,Lower Mainland,777900.00 ,Detached,,,,,
Apr-14,Bowen Island,571900.00 ,Detached,,,,,
Apr-14,Burnaby East,770500.00 ,Detached,,,,,
Apr-14,Burnaby North,957700.00 ,Detached,,,,,
Apr-14,Burnaby South,999800.00 ,Detached,,,,,
Apr-14,Coquitlam,737200.00 ,Detached,,,,,
Apr-14,Ladner,647600.00 ,Detached,,,,,
Apr-14,Maple Ridge,462300.00 ,Detached,,,,,
Apr-14,New Westminster,684300.00 ,Detached,,,,,
Apr-14,North Vancouver,1002800.00 ,Detached,,,,,
Apr-14,Pitt Meadows,496100.00 ,Detached,,,,,
Apr-14,Port Coquitlam,566700.00 ,Detached,,,,,
Apr-14,Port Moody,888100.00 ,Detached,,,,,
Apr-14,Richmond,1011700.00 ,Detached,,,,,
Apr-14,Squamish,522100.00 ,Detached,,,,,
Apr-14,Sunshine Coast,345700.00 ,Detached,,,,,
Apr-14,Tsawwassen,698700.00 ,Detached,,,,,
Apr-14,Vancouver East,909300.00 ,Detached,,,,,
Apr-14,Vancouver West,2232400.00 ,Detached,,,,,
Apr-14,West Vancouver,1977700.00 ,Detached,,,,,
Apr-14,Whistler,952500.00 ,Detached,,,,,
Apr-14,Lower Mainland,404700.00 ,Townhouse,,,,,
Apr-14,Burnaby East,418300.00 ,Townhouse,,,,,
Apr-14,Burnaby North,435600.00 ,Townhouse,,,,,
Apr-14,Burnaby South,472600.00 ,Townhouse,,,,,
Apr-14,Coquitlam,399200.00 ,Townhouse,,,,,
Apr-14,Ladner,459500.00 ,Townhouse,,,,,
Apr-14,Maple Ridge,300700.00 ,Townhouse,,,,,
Apr-14,New Westminster,447500.00 ,Townhouse,,,,,
Apr-14,North Vancouver,605400.00 ,Townhouse,,,,,
Apr-14,Pitt Meadows,325200.00 ,Townhouse,,,,,
Apr-14,Port Coquitlam,371900.00 ,Townhouse,,,,,
Apr-14,Port Moody,409200.00 ,Townhouse,,,,,
Apr-14,Richmond,509700.00 ,Townhouse,,,,,
Apr-14,Squamish,379200.00 ,Townhouse,,,,,
Apr-14,Tsawwassen,419800.00 ,Townhouse,,,,,
Apr-14,Vancouver East,555300.00 ,Townhouse,,,,,
Apr-14,Vancouver West,714800.00 ,Townhouse,,,,,
Apr-14,Whistler,471200.00 ,Townhouse,,,,,
Apr-14,Lower Mainland,361300.00 ,Apartment,,,,,
Apr-14,Burnaby East,450400.00 ,Apartment,,,,,
Apr-14,Burnaby North,341300.00 ,Apartment,,,,,
Apr-14,Burnaby South,382600.00 ,Apartment,,,,,
Apr-14,Coquitlam,263100.00 ,Apartment,,,,,
Apr-14,Ladner,318300.00 ,Apartment,,,,,
Apr-14,Maple Ridge,196900.00 ,Apartment,,,,,
Apr-14,New Westminster,285600.00 ,Apartment,,,,,
Apr-14,North Vancouver,359700.00 ,Apartment,,,,,
Apr-14,Pitt Meadows,260300.00 ,Apartment,,,,,
Apr-14,Port Coquitlam,238300.00 ,Apartment,,,,,
Apr-14,Port Moody,325600.00 ,Apartment,,,,,
Apr-14,Richmond,364400.00 ,Apartment,,,,,
Apr-14,Squamish,227600.00 ,Apartment,,,,,
Apr-14,Tsawwassen,341800.00 ,Apartment,,,,,
Apr-14,Vancouver East,343400.00 ,Apartment,,,,,
Apr-14,Vancouver West,489100.00 ,Apartment,,,,,
Apr-14,West Vancouver,704800.00 ,Apartment,,,,,
Apr-14,Whistler,238400.00 ,Apartment,,,,,
May-14,Lower Mainland,783600.00 ,Detached,,,,,
May-14,Bowen Island,583900.00 ,Detached,,,,,
May-14,Burnaby East,770500.00 ,Detached,,,,,
May-14,Burnaby North,977900.00 ,Detached,,,,,
May-14,Burnaby South,1008700.00 ,Detached,,,,,
May-14,Coquitlam,749800.00 ,Detached,,,,,
May-14,Ladner,649700.00 ,Detached,,,,,
May-14,Maple Ridge,467200.00 ,Detached,,,,,
May-14,New Westminster,687100.00 ,Detached,,,,,
May-14,North Vancouver,1009100.00 ,Detached,,,,,
May-14,Pitt Meadows,501800.00 ,Detached,,,,,
May-14,Port Coquitlam,574900.00 ,Detached,,,,,
May-14,Port Moody,904800.00 ,Detached,,,,,
May-14,Richmond,1012800.00 ,Detached,,,,,
May-14,Squamish,529400.00 ,Detached,,,,,
May-14,Sunshine Coast,352800.00 ,Detached,,,,,
May-14,Tsawwassen,705900.00 ,Detached,,,,,
May-14,Vancouver East,920700.00 ,Detached,,,,,
May-14,Vancouver West,2255100.00 ,Detached,,,,,
May-14,West Vancouver,2024300.00 ,Detached,,,,,
May-14,Whistler,964700.00 ,Detached,,,,,
May-14,Lower Mainland,406100.00 ,Townhouse,,,,,
May-14,Burnaby East,417700.00 ,Townhouse,,,,,
May-14,Burnaby North,444700.00 ,Townhouse,,,,,
May-14,Burnaby South,475500.00 ,Townhouse,,,,,
May-14,Coquitlam,402500.00 ,Townhouse,,,,,
May-14,Ladner,453600.00 ,Townhouse,,,,,
May-14,Maple Ridge,308900.00 ,Townhouse,,,,,
May-14,New Westminster,449100.00 ,Townhouse,,,,,
May-14,North Vancouver,614900.00 ,Townhouse,,,,,
May-14,Pitt Meadows,328200.00 ,Townhouse,,,,,
May-14,Port Coquitlam,378500.00 ,Townhouse,,,,,
May-14,Port Moody,411900.00 ,Townhouse,,,,,
May-14,Richmond,505200.00 ,Townhouse,,,,,
May-14,Squamish,370700.00 ,Townhouse,,,,,
May-14,Tsawwassen,419600.00 ,Townhouse,,,,,
May-14,Vancouver East,566600.00 ,Townhouse,,,,,
May-14,Vancouver West,730600.00 ,Townhouse,,,,,
May-14,Whistler,467900.00 ,Townhouse,,,,,
May-14,Lower Mainland,363000.00 ,Apartment,,,,,
May-14,Burnaby East,441800.00 ,Apartment,,,,,
May-14,Burnaby North,345000.00 ,Apartment,,,,,
May-14,Burnaby South,386000.00 ,Apartment,,,,,
May-14,Coquitlam,266600.00 ,Apartment,,,,,
May-14,Ladner,328100.00 ,Apartment,,,,,
May-14,Maple Ridge,196500.00 ,Apartment,,,,,
May-14,New Westminster,285000.00 ,Apartment,,,,,
May-14,North Vancouver,359000.00 ,Apartment,,,,,
May-14,Pitt Meadows,258900.00 ,Apartment,,,,,
May-14,Port Coquitlam,242300.00 ,Apartment,,,,,
May-14,Port Moody,330400.00 ,Apartment,,,,,
May-14,Richmond,362300.00 ,Apartment,,,,,
May-14,Squamish,219900.00 ,Apartment,,,,,
May-14,Tsawwassen,350400.00 ,Apartment,,,,,
May-14,Vancouver East,343900.00 ,Apartment,,,,,
May-14,Vancouver West,493700.00 ,Apartment,,,,,
May-14,West Vancouver,681600.00 ,Apartment,,,,,
May-14,Whistler,240700.00 ,Apartment,,,,,
Jun-14,Lower Mainland,789700.00 ,Detached,,,,,
Jun-14,Bowen Island,586700.00 ,Detached,,,,,
Jun-14,Burnaby East,786600.00 ,Detached,,,,,
Jun-14,Burnaby North,996500.00 ,Detached,,,,,
Jun-14,Burnaby South,1017100.00 ,Detached,,,,,
Jun-14,Coquitlam,749300.00 ,Detached,,,,,
Jun-14,Ladner,649700.00 ,Detached,,,,,
Jun-14,Maple Ridge,471400.00 ,Detached,,,,,
Jun-14,New Westminster,700700.00 ,Detached,,,,,
Jun-14,North Vancouver,1028800.00 ,Detached,,,,,
Jun-14,Pitt Meadows,508900.00 ,Detached,,,,,
Jun-14,Port Coquitlam,575700.00 ,Detached,,,,,
Jun-14,Port Moody,897300.00 ,Detached,,,,,
Jun-14,Richmond,1022100.00 ,Detached,,,,,
Jun-14,Squamish,538500.00 ,Detached,,,,,
Jun-14,Sunshine Coast,353900.00 ,Detached,,,,,
Jun-14,Tsawwassen,688400.00 ,Detached,,,,,
Jun-14,Vancouver East,931100.00 ,Detached,,,,,
Jun-14,Vancouver West,2277800.00 ,Detached,,,,,
Jun-14,West Vancouver,2069900.00 ,Detached,,,,,
Jun-14,Whistler,998500.00 ,Detached,,,,,
Jun-14,Lower Mainland,406600.00 ,Townhouse,,,,,
Jun-14,Burnaby East,423100.00 ,Townhouse,,,,,
Jun-14,Burnaby North,443400.00 ,Townhouse,,,,,
Jun-14,Burnaby South,478400.00 ,Townhouse,,,,,
Jun-14,Coquitlam,402800.00 ,Townhouse,,,,,
Jun-14,Ladner,448300.00 ,Townhouse,,,,,
Jun-14,Maple Ridge,303900.00 ,Townhouse,,,,,
Jun-14,New Westminster,453200.00 ,Townhouse,,,,,
Jun-14,North Vancouver,615700.00 ,Townhouse,,,,,
Jun-14,Pitt Meadows,322200.00 ,Townhouse,,,,,
Jun-14,Port Coquitlam,378500.00 ,Townhouse,,,,,
Jun-14,Port Moody,416000.00 ,Townhouse,,,,,
Jun-14,Richmond,503600.00 ,Townhouse,,,,,
Jun-14,Squamish,375900.00 ,Townhouse,,,,,
Jun-14,Tsawwassen,420900.00 ,Townhouse,,,,,
Jun-14,Vancouver East,579200.00 ,Townhouse,,,,,
Jun-14,Vancouver West,737400.00 ,Townhouse,,,,,
Jun-14,Whistler,469100.00 ,Townhouse,,,,,
Jun-14,Lower Mainland,363400.00 ,Apartment,,,,,
Jun-14,Burnaby East,443400.00 ,Apartment,,,,,
Jun-14,Burnaby North,349500.00 ,Apartment,,,,,
Jun-14,Burnaby South,387300.00 ,Apartment,,,,,
Jun-14,Coquitlam,267000.00 ,Apartment,,,,,
Jun-14,Ladner,329600.00 ,Apartment,,,,,
Jun-14,Maple Ridge,198500.00 ,Apartment,,,,,
Jun-14,New Westminster,283100.00 ,Apartment,,,,,
Jun-14,North Vancouver,358200.00 ,Apartment,,,,,
Jun-14,Pitt Meadows,263200.00 ,Apartment,,,,,
Jun-14,Port Coquitlam,238100.00 ,Apartment,,,,,
Jun-14,Port Moody,332100.00 ,Apartment,,,,,
Jun-14,Richmond,365300.00 ,Apartment,,,,,
Jun-14,Squamish,234700.00 ,Apartment,,,,,
Jun-14,Tsawwassen,350400.00 ,Apartment,,,,,
Jun-14,Vancouver East,345300.00 ,Apartment,,,,,
Jun-14,Vancouver West,491300.00 ,Apartment,,,,,
Jun-14,West Vancouver,700800.00 ,Apartment,,,,,
Jun-14,Whistler,252700.00 ,Apartment,,,,,
Jul-14,Lower Mainland,791500.00 ,Detached,,,,,
Jul-14,Bowen Island,594100.00 ,Detached,,,,,
Jul-14,Burnaby East,791500.00 ,Detached,,,,,
Jul-14,Burnaby North,983000.00 ,Detached,,,,,
Jul-14,Burnaby South,1021800.00 ,Detached,,,,,
Jul-14,Coquitlam,751600.00 ,Detached,,,,,
Jul-14,Ladner,664700.00 ,Detached,,,,,
Jul-14,Maple Ridge,473200.00 ,Detached,,,,,
Jul-14,New Westminster,699100.00 ,Detached,,,,,
Jul-14,North Vancouver,1028200.00 ,Detached,,,,,
Jul-14,Pitt Meadows,514900.00 ,Detached,,,,,
Jul-14,Port Coquitlam,576400.00 ,Detached,,,,,
Jul-14,Port Moody,897800.00 ,Detached,,,,,
Jul-14,Richmond,1033400.00 ,Detached,,,,,
Jul-14,Squamish,536900.00 ,Detached,,,,,
Jul-14,Sunshine Coast,353900.00 ,Detached,,,,,
Jul-14,Tsawwassen,720700.00 ,Detached,,,,,
Jul-14,Vancouver East,943400.00 ,Detached,,,,,
Jul-14,Vancouver West,2295600.00 ,Detached,,,,,
Jul-14,West Vancouver,2056100.00 ,Detached,,,,,
Jul-14,Whistler,989900.00 ,Detached,,,,,
Jul-14,Lower Mainland,406900.00 ,Townhouse,,,,,
Jul-14,Burnaby East,428500.00 ,Townhouse,,,,,
Jul-14,Burnaby North,443100.00 ,Townhouse,,,,,
Jul-14,Burnaby South,489700.00 ,Townhouse,,,,,
Jul-14,Coquitlam,399800.00 ,Townhouse,,,,,
Jul-14,Ladner,454700.00 ,Townhouse,,,,,
Jul-14,Maple Ridge,298100.00 ,Townhouse,,,,,
Jul-14,New Westminster,457800.00 ,Townhouse,,,,,
Jul-14,North Vancouver,605400.00 ,Townhouse,,,,,
Jul-14,Pitt Meadows,325900.00 ,Townhouse,,,,,
Jul-14,Port Coquitlam,380400.00 ,Townhouse,,,,,
Jul-14,Port Moody,414000.00 ,Townhouse,,,,,
Jul-14,Richmond,511600.00 ,Townhouse,,,,,
Jul-14,Squamish,378600.00 ,Townhouse,,,,,
Jul-14,Tsawwassen,427000.00 ,Townhouse,,,,,
Jul-14,Vancouver East,571000.00 ,Townhouse,,,,,
Jul-14,Vancouver West,740400.00 ,Townhouse,,,,,
Jul-14,Whistler,478600.00 ,Townhouse,,,,,
Jul-14,Lower Mainland,361800.00 ,Apartment,,,,,
Jul-14,Burnaby East,440800.00 ,Apartment,,,,,
Jul-14,Burnaby North,348500.00 ,Apartment,,,,,
Jul-14,Burnaby South,386500.00 ,Apartment,,,,,
Jul-14,Coquitlam,265900.00 ,Apartment,,,,,
Jul-14,Ladner,335800.00 ,Apartment,,,,,
Jul-14,Maple Ridge,195200.00 ,Apartment,,,,,
Jul-14,New Westminster,282800.00 ,Apartment,,,,,
Jul-14,North Vancouver,359700.00 ,Apartment,,,,,
Jul-14,Pitt Meadows,257300.00 ,Apartment,,,,,
Jul-14,Port Coquitlam,234800.00 ,Apartment,,,,,
Jul-14,Port Moody,335900.00 ,Apartment,,,,,
Jul-14,Richmond,364800.00 ,Apartment,,,,,
Jul-14,Squamish,239200.00 ,Apartment,,,,,
Jul-14,Tsawwassen,358700.00 ,Apartment,,,,,
Jul-14,Vancouver East,339600.00 ,Apartment,,,,,
Jul-14,Vancouver West,489100.00 ,Apartment,,,,,
Jul-14,West Vancouver,712700.00 ,Apartment,,,,,
Jul-14,Whistler,262900.00 ,Apartment,,,,,
Aug-14,Lower Mainland,794300.00 ,Detached,,,,,
Aug-14,Bowen Island,589000.00 ,Detached,,,,,
Aug-14,Burnaby East,775000.00 ,Detached,,,,,
Aug-14,Burnaby North,978400.00 ,Detached,,,,,
Aug-14,Burnaby South,1022300.00 ,Detached,,,,,
Aug-14,Coquitlam,758800.00 ,Detached,,,,,
Aug-14,Ladner,672300.00 ,Detached,,,,,
Aug-14,Maple Ridge,475600.00 ,Detached,,,,,
Aug-14,New Westminster,689500.00 ,Detached,,,,,
Aug-14,North Vancouver,1032000.00 ,Detached,,,,,
Aug-14,Pitt Meadows,517000.00 ,Detached,,,,,
Aug-14,Port Coquitlam,585400.00 ,Detached,,,,,
Aug-14,Port Moody,900500.00 ,Detached,,,,,
Aug-14,Richmond,1033900.00 ,Detached,,,,,
Aug-14,Squamish,538500.00 ,Detached,,,,,
Aug-14,Sunshine Coast,357900.00 ,Detached,,,,,
Aug-14,Tsawwassen,722000.00 ,Detached,,,,,
Aug-14,Vancouver East,955200.00 ,Detached,,,,,
Aug-14,Vancouver West,2307500.00 ,Detached,,,,,
Aug-14,West Vancouver,2031700.00 ,Detached,,,,,
Aug-14,Whistler,977700.00 ,Detached,,,,,
Aug-14,Lower Mainland,406600.00 ,Townhouse,,,,,
Aug-14,Burnaby East,425600.00 ,Townhouse,,,,,
Aug-14,Burnaby North,441300.00 ,Townhouse,,,,,
Aug-14,Burnaby South,483100.00 ,Townhouse,,,,,
Aug-14,Coquitlam,402500.00 ,Townhouse,,,,,
Aug-14,Ladner,453900.00 ,Townhouse,,,,,
Aug-14,Maple Ridge,298500.00 ,Townhouse,,,,,
Aug-14,New Westminster,455900.00 ,Townhouse,,,,,
Aug-14,North Vancouver,599600.00 ,Townhouse,,,,,
Aug-14,Pitt Meadows,326300.00 ,Townhouse,,,,,
Aug-14,Port Coquitlam,389100.00 ,Townhouse,,,,,
Aug-14,Port Moody,421700.00 ,Townhouse,,,,,
Aug-14,Richmond,507900.00 ,Townhouse,,,,,
Aug-14,Squamish,388700.00 ,Townhouse,,,,,
Aug-14,Tsawwassen,418300.00 ,Townhouse,,,,,
Aug-14,Vancouver East,572900.00 ,Townhouse,,,,,
Aug-14,Vancouver West,727200.00 ,Townhouse,,,,,
Aug-14,Whistler,491500.00 ,Townhouse,,,,,
Aug-14,Lower Mainland,364400.00 ,Apartment,,,,,
Aug-14,Burnaby East,437400.00 ,Apartment,,,,,
Aug-14,Burnaby North,347800.00 ,Apartment,,,,,
Aug-14,Burnaby South,391500.00 ,Apartment,,,,,
Aug-14,Coquitlam,269900.00 ,Apartment,,,,,
Aug-14,Ladner,339500.00 ,Apartment,,,,,
Aug-14,Maple Ridge,197800.00 ,Apartment,,,,,
Aug-14,New Westminster,284500.00 ,Apartment,,,,,
Aug-14,North Vancouver,361400.00 ,Apartment,,,,,
Aug-14,Pitt Meadows,260500.00 ,Apartment,,,,,
Aug-14,Port Coquitlam,235300.00 ,Apartment,,,,,
Aug-14,Port Moody,340000.00 ,Apartment,,,,,
Aug-14,Richmond,364600.00 ,Apartment,,,,,
Aug-14,Squamish,251000.00 ,Apartment,,,,,
Aug-14,Tsawwassen,358700.00 ,Apartment,,,,,
Aug-14,Vancouver East,336300.00 ,Apartment,,,,,
Aug-14,Vancouver West,497100.00 ,Apartment,,,,,
Aug-14,West Vancouver,718100.00 ,Apartment,,,,,
Aug-14,Whistler,257800.00 ,Apartment,,,,,
Sep-14,Lower Mainland,795800.00 ,Detached,,,,,
Sep-14,Bowen Island,589000.00 ,Detached,,,,,
Sep-14,Burnaby East,781700.00 ,Detached,,,,,
Sep-14,Burnaby North,975800.00 ,Detached,,,,,
Sep-14,Burnaby South,1029600.00 ,Detached,,,,,
Sep-14,Coquitlam,763300.00 ,Detached,,,,,
Sep-14,Ladner,682300.00 ,Detached,,,,,
Sep-14,Maple Ridge,478400.00 ,Detached,,,,,
Sep-14,New Westminster,693500.00 ,Detached,,,,,
Sep-14,North Vancouver,1034500.00 ,Detached,,,,,
Sep-14,Pitt Meadows,517800.00 ,Detached,,,,,
Sep-14,Port Coquitlam,590300.00 ,Detached,,,,,
Sep-14,Port Moody,900000.00 ,Detached,,,,,
Sep-14,Richmond,1035500.00 ,Detached,,,,,
Sep-14,Squamish,534700.00 ,Detached,,,,,
